date,clp,fitted_clp,res_fx,z_fx,y10_clp,fitted_y10_clp,res_y10,z_y10,stress_market,stress_market_30d,stress_fx_30d,stress_y10_30d,regime
2026-04-30,901.76,920.6612177033887,-0.02074371751594769,-0.5136988565520322,5.61,6.33025074371376,-0.7202507437137602,-1.2109564151407233,-0.8623276358463777,-1.0269848577754483,-0.5960234849760588,-1.4579462305748379,Condiciones benignas
