date,clp,fitted_clp,res_fx,z_fx,y10_clp,fitted_y10_clp,res_y10,z_y10,stress_market,stress_market_30d,stress_fx_30d,stress_y10_30d,regime
2025-08-13,962.28,926.6879382987505,0.03768859585517495,0.9333229967565215,5.59,5.5091933155617285,0.08080668443827138,0.13586014837308594,0.5345915725648037,0.271286182730385,0.5841574475681595,-0.04158508210738943,Condiciones neutrales
2025-08-14,952.37,929.6066457502271,0.02419207963164416,0.5990943346985491,5.59,5.557064417011452,0.03293558298854804,0.05537454262210729,0.3272344386603282,0.2820700005728583,0.6063939687792514,-0.04225396763353477,Condiciones neutrales
2025-08-18,961.84,929.1722834528044,0.03455394461303207,0.8556962763993706,5.59,5.587603842909642,0.0023961570903580157,0.004028655056005452,0.42986246572768805,0.2977922938471446,0.6367963910511063,-0.04121180335681713,Condiciones neutrales
2025-08-19,966.24,928.2840896614551,0.0400744335212487,0.992406045879159,5.574999999999999,5.605713614836757,-0.030713614836757844,-0.05163875114791151,0.47038364736562377,0.3155464979563839,0.6727570967434426,-0.041664100830674754,Condiciones neutrales
2025-08-20,963.57,927.7222691203132,0.03791272797762202,0.9388734201523821,5.56,5.621231826881637,-0.06123182688163738,-0.10294897189661621,0.4179622241278829,0.3321278706072542,0.7060466636674896,-0.041790922452981216,Condiciones neutrales
2025-08-21,965.06,932.0551701275335,0.034798267222510705,0.8617466984137705,5.59,5.653246155050882,-0.06324615505088171,-0.10633565860264828,0.3777055199055611,0.3425273587195236,0.7259847500757947,-0.04093003263674749,Condiciones neutrales
2025-08-22,968.63,922.5110722182521,0.04878332377990969,1.2080736071189362,5.57,5.5593378152220225,0.010662184777978055,0.0179263140913044,0.6129999606051203,0.35679966931653373,0.7529088968583092,-0.03930955822524167,Condiciones neutrales
2025-08-25,964.15,919.0243131191809,0.04793430609983752,1.1870484745162466,5.630000000000001,5.622319868136557,0.0076801318634431015,0.012912593329940884,0.5999805339230938,0.36952136815906367,0.7750161892512031,-0.03597345293307575,Condiciones neutrales
2025-08-26,962.51,919.0907941195346,0.04615954159471349,1.1430980834530036,5.65,5.6030069996820036,0.04699300031799649,0.07900925573275584,0.6110536695928797,0.3869375850045756,0.8000755205396654,-0.02620035053051421,Condiciones neutrales
2025-08-27,965.01,925.8060042813992,0.04147374989751455,1.0270588134889027,5.61,5.573649003505398,0.036350996494602,0.061116871847883135,0.5440878426683929,0.40098551308039726,0.818499581873821,-0.01652855571302654,Condiciones neutrales
2025-08-28,968.64,918.6484026984974,0.05298956351783158,1.3122372191664404,5.62,5.599632567026031,0.020367432973968647,0.03424373224885987,0.6732404757076501,0.41614250796854274,0.838924699544631,-0.006639683607545502,Condiciones neutrales
2025-08-29,967.48,921.4589009671489,0.04873657688455212,1.20691596376624,5.63,5.645781356320754,-0.01578135632075428,-0.02653316895960567,0.5901913974033173,0.42901379091523195,0.8600956274707383,-0.002068045640274376,Condiciones neutrales
2025-09-01,965.28,920.7960514263361,0.04717964549300059,1.168360007007038,5.64,5.656173031911328,-0.016173031911327657,-0.027191692499079247,0.5705841572539794,0.43816547517767895,0.8750083523396901,0.0013225980156677582,Condiciones neutrales
2025-09-02,968.35,928.737016815302,0.04176797544238611,1.0343450352499115,5.69,5.668766838103999,0.021233161896001378,0.03569928089085479,0.5350221580703831,0.44686239171137315,0.8889830384947573,0.004741744927988961,Condiciones neutrales
2025-09-03,974.13,926.9041484524865,0.04969460446994559,1.2306406252105342,5.66,5.610905694355215,0.049094305644785216,0.08254217699365418,0.6565914011020941,0.45925721848243073,0.9082263354638609,0.010288101501000546,Condiciones neutrales
2025-09-04,969.46,926.2552739262653,0.04558934500934044,1.128977695740877,5.67,5.561315433688523,0.10868456631147698,0.18273118625751186,0.6558544409991944,0.4707915236739682,0.9199917585599676,0.02159128878796886,Condiciones neutrales
