n_clp,n_y10_clp,n_y10_tsy,n_vix,n_dtw,n_pcu,n_wti,n_cny,n_eq_cny,n_eq_nsq,n_cpi_rel_chl_us,first_date,last_date,n_rows
4069,3852,4067,3986,4069,3377,3947,4040,3784,3940,4069,2010-01-04,2026-05-05,4069
