date,cap_30_89,cap_90_1y,comercial_total,consumo_total,imacec,ipc,tpm,vivienda_uf,bcp_2y,bcp_5y,bcu_10y,bcu_5y,bcp_10y,comercial_cuotas,comercial_sobregiro,consumo_cuotas,consumo_tarj_cuota,consumo_tarj_rot
2010-04-01,0.05380952380952381,0.09714285714285714,5.444336526418559,27.308355461376802,77.83615367934603,58.74925575,0.5,4.12752778433854,3.7144244272981783,5.659028093574879,3.1177438387827787,2.267604144351206,6.472571337480377,NA,NA,NA,NA,NA
2010-05-01,0.0605,0.14750000000000002,5.104336023932279,27.304549003186796,77.265079570532,58.96065308,0.5,4.180987596762879,3.8873234534612395,5.607901998063202,2.980645953446005,2.2831467359140296,6.364313793782624,NA,NA,NA,NA,NA
2010-06-01,0.07857142857142857,0.17476190476190476,5.26450163872313,27.305817463765898,76.18644417565699,58.96086817,1,4.064804215585048,4.08433737571382,5.66463726831848,2.985302600343727,2.3835315292609693,6.365788068251161,NA,NA,NA,NA,NA
2010-07-01,0.1366666666666667,0.22904761904761906,5.8647111374861085,28.120906910575098,74.112635101111,59.33962672,1.5,4.025876707703489,4.517034329873378,5.701628627178191,2.8631958356198925,2.341688028683891,6.257121884546996,NA,NA,NA,NA,NA
2010-08-01,0.21545454545454545,0.3090909090909091,6.913705921361671,27.514632756625197,77.296542693899,59.28129131,2,4.064727342017529,4.809311936314392,5.673101219658657,2.7023544820430456,2.283256148516724,5.975469199190362,NA,NA,NA,NA,NA
2010-09-01,0.24700000000000003,0.33749999999999997,6.868685981201899,28.0029712610416,75.05015526522001,59.51837645,2.5,4.0002791868918814,4.746047566477654,5.599636714152407,2.8445038198884487,2.4945792253075125,5.96319877913613,NA,NA,NA,NA,NA
2010-10-01,0.2695,0.364,7.1399747697497995,27.252425282524694,80.06167938822502,59.57673322000001,2.75,4.14044238276809,4.906488281907971,5.7291514913522565,3.0935614117162387,2.717057407051878,6.102021926714735,NA,NA,NA,NA,NA
2010-11-01,0.2823809523809524,0.35047619047619044,7.18723913375355,27.341910117002005,82.742487762095,59.6186661,3,4.350280260822929,4.88115730851955,5.7702806829727455,2.9862751423834153,2.647615722044971,6.168201557703552,NA,NA,NA,NA,NA
2010-12-01,0.30904761904761907,0.38,7.379796927182121,26.441702931038794,85.153296099552,59.688946370000004,3.25,4.37113062194567,5.0955279638157105,5.76567356422182,2.9104004075926473,2.6601437035490862,6.113865418743247,NA,NA,NA,NA,NA
2011-01-01,0.31238095238095237,0.37,7.5991038176093495,27.0938928234382,78.010367477195,59.85052154999999,3.25,4.337310720655489,5.6989926126844725,6.173333333333333,3.1778963517709196,2.7665091496318976,6.5611303322060275,NA,NA,NA,NA,NA
2011-02-01,0.319,0.401,7.90657083239203,26.447192406930498,74.27906463084301,59.98823024000001,3.5,4.353309404459662,5.865722248910159,6.602184639301177,3.161025840156569,2.652033586994764,6.872065700849029,NA,NA,NA,NA,NA
2011-03-01,0.3526086956521739,0.4291304347826087,8.25234134561869,25.881261764441703,84.79644739572099,60.44695444,4,4.392648860521749,5.864094858154244,6.455799525690038,2.9216304456396283,2.4335886659742236,6.580012636562091,NA,NA,NA,NA,NA
2011-04-01,0.393,0.466,8.423425558233912,27.11788571561511,82.41745472330102,60.639754270000005,4.5,4.305976650729259,6.037477699133286,6.3485223928218595,2.8698749089778794,2.4659809768976286,6.416608745194831,NA,NA,NA,NA,NA
2011-05-01,0.4513636363636364,0.5068181818181818,8.658781183905779,27.319752293923596,82.970070411295,60.88221744,5,4.159999999999999,6.005177777777778,6.221245010867681,2.890918852891063,2.6067279458423394,6.284909826916479,NA,NA,NA,NA,NA
2011-06-01,0.46952380952380957,0.5014285714285714,9.099138038148062,26.9408506678349,80.37144513884299,60.98553819000001,5.25,4.13,5.994397828200231,6.190347665559381,2.9080544865363356,2.624016772941778,6.270205047733392,NA,NA,NA,NA,NA
2011-07-01,0.47714285714285715,0.5076190476190476,9.48090834946641,27.438141379243998,77.225680203992,61.06296771,5.25,4.13,5.9882144054511945,6.098060428868061,2.908469726272398,2.7265049872478677,6.179455829563424,NA,NA,NA,NA,NA
2011-08-01,0.4727272727272728,0.48818181818181816,9.61,27.68,80.76100654037002,61.16198098,5.25,4.17,5.413162756657055,5.4947015155059775,2.618830670729549,2.5743468407903767,5.5650368830055275,NA,NA,NA,NA,NA
2011-09-01,0.4542857142857143,0.4661904761904762,9.3,28.74,78.67031835087397,61.46596759,5.25,4.17,4.87816377538369,4.933747841491394,2.23663176194489,2.002033431147909,5.0522569841881895,NA,NA,NA,NA,NA
2011-10-01,0.46263157894736845,0.47947368421052633,9.59,27.73,84.17877575268895,61.76433131000001,5.25,4.109999999999999,4.698057991030505,4.827896296563344,2.3474445002114184,2.0423744046133785,5.100889191770397,NA,NA,NA,NA,NA
2011-11-01,0.47809523809523813,0.4942857142857143,9.5,26.959999999999997,86.44629362772402,61.96031543000001,5.25,4.1499999999999995,5.00328963076771,5.211715567010372,2.7242777811136767,2.4952344070471897,5.462210031315284,NA,NA,NA,NA,NA
2011-12-01,0.5157142857142857,0.5090476190476191,9.28,27.479999999999997,91.043493166839,62.33778232,5.25,4.26,4.940194977336424,5.042785243170547,2.5973687365196327,2.4702983775101175,5.290954181711851,NA,NA,NA,NA,NA
2012-01-01,0.455,0.45954545454545453,9.39,28.04,82.48850775211999,62.39264954,5,4.33,4.8000205025002165,4.930825834394588,2.37868580436612,2.192124182610596,5.072551907103417,NA,NA,NA,NA,NA
2012-02-01,0.4404761904761905,0.45681818181818185,9.46,29.810000000000002,79.58391281066298,62.63497988,5,4.319999999999999,5.066642409484723,5.135020989039244,2.360215657419479,2.1650171525786477,5.294448244227398,NA,NA,NA,NA,NA
