date,tpm,bcp_2y,bcp_5y,bcu_10y,bcu_5y,bcp_10y,dtpm,dtpm_up,dtpm_down,dtpm_pos,dtpm_neg,dbcp_2y,dbcp_5y,dbcp_10y,dbcu_5y,dbcu_10y,product,rate,drate,spread_tpm
2015-06-01,3,3.4501768954475422,4.208327321698205,1.6405256264070458,1.1985488371277233,4.653217358861111,0,0,-0,0,0,-0.2073231045524575,-0.030160570047244484,0.09705246339954154,0.00383395352185234,0.1039122988230321,cap_90_1y,0.3116277846438621,9.643366255598362e-4,-2.688372215356138
2015-07-01,3,3.365823259709682,4.048487402670177,1.5118744106310018,0.9784979611742932,4.5509438761049354,0,0,-0,0,0,-0.08435363573786026,-0.15983991902802774,-0.10227348275617576,-0.2200508759534301,-0.128651215776044,cap_90_1y,0.30881610142694255,-0.002811683216919547,-2.6911838985730574
2015-08-01,3,3.58211606315209,4.056701804855615,1.4359988681424352,0.8825072563136426,4.51441581507141,0,0,-0,0,0,0.21629280344240787,0.008214402185438452,-0.03652806103352546,-0.09599070486065064,-0.07587554248856665,cap_90_1y,0.3102907629504847,0.0014746615235421423,-2.6897092370495153
2015-09-01,3,3.902334249890777,4.204505733163499,1.553254237825048,1.075413685790927,4.607369327830362,0,0,-0,0,0,0.3202181867386873,0.14780392830788358,0.09295351275895225,0.19290642947728454,0.11725536968261285,cap_90_1y,0.32526062608547884,0.014969863134994155,-2.6747393739145213
2015-10-01,3.25,3.867973293994551,4.183546043965263,1.4607817074407357,1.1657407214948772,4.466188963804133,0.25,0.25,0,0.25,0,-0.03436095589622612,-0.020959689198235765,-0.14118036402622902,0.09032703570395006,-0.09247253038431236,cap_90_1y,0.3377620530317193,0.012501426946240457,-2.912237946968281
2015-11-01,3.25,3.9895870392310084,4.3236328748470765,1.5715702819464699,1.295488168228149,4.5659994054975686,0,0,-0,0,0,0.1216137452364574,0.14008683088181328,0.09981044169343534,0.12974744673327177,0.1107885745057342,cap_90_1y,0.3644162351971594,0.026654182165440077,-2.8855837648028406
2015-12-01,3.5,4.141729116190998,4.398345966805054,1.5907651392391315,1.3639944449779255,4.626223522374661,0.25,0.25,0,0.25,0,0.1521420769599895,0.07471309195797726,0.060224116877092726,0.0685062767497766,0.019194857292661682,cap_90_1y,0.375042793875955,0.010626558678795639,-3.124957206124045
2016-01-01,3.5,4.129663129833423,4.305504440152043,1.553459748530621,1.23287190303885,4.5635836319845975,0,0,-0,0,0,-0.012065986357574943,-0.09284152665301093,-0.06263989039006379,-0.13112254193907558,-0.03730539070851058,cap_90_1y,0.3758714337149281,8.286398389730776e-4,-3.124128566285072
2016-02-01,3.5,3.996008744918094,4.220131497461626,1.3958287711569666,1.0925019280673205,4.446363874045281,0,0,-0,0,0,-0.13365438491532888,-0.08537294269041684,-0.11721975793931616,-0.14036997497152948,-0.1576309773736544,cap_90_1y,0.35992456744299717,-0.015946866271930926,-3.140075432557003
2016-03-01,3.5,3.9128936833980483,4.2082469145541115,1.3980613207146682,1.1246350797409161,4.439795163738146,0,0,-0,0,0,-0.08311506152004577,-0.011884582907514485,-0.006568710307135461,0.03213315167359565,0.0022325495577015797,cap_90_1y,0.35192658432451196,-0.007997983118485208,-3.148073415675488
2016-04-01,3.5,3.820727978083562,4.134876777282256,1.3916128545407227,1.1255387506067838,4.392568882051758,0,0,-0,0,0,-0.09216570531448642,-0.07337013727185582,-0.047226281686388205,9.036708658676229e-4,-0.006448466173945455,cap_90_1y,0.3340684191186803,-0.017858165205831666,-3.1659315808813195
2016-05-01,3.5,3.8297199044559935,4.18348908303007,1.48767079705454,1.1826801603896329,4.501842391834473,0,0,-0,0,0,0.008991926372431625,0.048612305747814055,0.10927350978271555,0.057141409782849095,0.09605794251381727,cap_90_1y,0.3290462530102368,-0.005022166108443471,-3.1709537469897633
2016-06-01,3.5,3.869461594246665,4.164289787866188,1.5270283184324895,1.1547765011919997,4.545489070813291,0,0,-0,0,0,0.0397416897906715,-0.019199295163881303,0.04364667897881791,-0.027903659197633157,0.03935752137794957,cap_90_1y,0.3318901522077798,0.002843899197542965,-3.1681098477922203
2016-07-01,3.5,3.7734409833308433,4.06544516492652,1.4217598081116651,1.0958916752414172,4.406804228490917,0,0,-0,0,0,-0.0960206109158217,-0.09884462293966845,-0.1386848423223741,-0.05888482595058253,-0.1052685103208244,cap_90_1y,0.33388459064990306,0.0019944384421232697,-3.166115409350097
2016-08-01,3.5,3.6533662468583246,3.9766308113644326,1.3247603432566282,1.0616700871234483,4.289105334955212,0,0,-0,0,0,-0.12007473647251876,-0.08881435356208733,-0.11769889353570484,-0.034221588117968826,-0.09699946485503697,cap_90_1y,0.3249997439443273,-0.008884846705575766,-3.1750002560556725
