product,horizon,estimate,std_error,conf_low,conf_high,spec
consumo_total,1,0.8271209635252897,0.14417713546702504,0.5445337780099206,1.1097081490406588,base
consumo_total,2,1.4512699817529513,0.2442045608062822,0.9726290425726383,1.9299109209332643,base
consumo_total,3,1.848571327566668,0.3028600499596845,1.2549656296456864,2.4421770254876494,base
consumo_total,4,2.0109954626616395,0.3178272934266115,1.388053967545481,2.633936957777798,base
consumo_total,5,2.511881896123584,0.376295713982115,1.7743422967186389,3.249421495528529,base
consumo_total,6,2.8514466522598014,0.5054586386482286,1.8607477205092735,3.8421455840103294,base
consumo_total,7,2.7408170488630614,0.5206642327840584,1.720315152606307,3.761318945119816,base
consumo_total,8,2.704718677392631,0.43298672841340785,1.8560646897023516,3.5533726650829105,base
consumo_total,9,2.8866130941244994,0.43081733860657057,2.042211110455621,3.7310150777933777,base
consumo_total,10,2.9020466927933204,0.3598647297965495,2.1967118223920834,3.6073815631945574,base
consumo_total,11,2.6963762727005207,0.3866790727516393,1.9384852901073075,3.454267255293734,base
consumo_total,12,2.65372171002653,0.3964633178544657,1.8766536070317774,3.4307898130212826,base
vivienda_uf,0,0.05103890884708429,0.03400359154061004,-0.01560813057251139,0.11768594826667997,base
vivienda_uf,1,0.15817902724121446,0.07789219125318013,0.0055103323849814145,0.3108477220974475,base
vivienda_uf,2,0.21331626193528141,0.11267510903882355,-0.007526951780812752,0.4341594756513756,base
vivienda_uf,3,0.24887786788427738,0.10600221981354307,0.041113517049732956,0.4566422187188218,base
vivienda_uf,4,0.30796356988277807,0.09923166031302885,0.11346951566924152,0.5024576240963146,base
vivienda_uf,5,0.3556066259838709,0.10251321955490741,0.15468071565625235,0.5565325363114895,base
vivienda_uf,6,0.36160609094172425,0.09835414754527427,0.16883196175298668,0.5543802201304618,base
vivienda_uf,7,0.322572366445323,0.10317453417251389,0.12035027946719579,0.5247944534234502,base
vivienda_uf,8,0.3327257566706336,0.10357528626943842,0.12971819558253428,0.5357333177587329,base
vivienda_uf,9,0.35670364000964366,0.11163746646853497,0.13789420573131514,0.5755130742879722,base
vivienda_uf,10,0.33272913236708285,0.10626108484481951,0.12445740607123662,0.5410008586629291,base
vivienda_uf,11,0.3254743710634274,0.11202494303909709,0.10590548270679712,0.5450432594200577,base
vivienda_uf,12,0.31307363062601146,0.1165279523957674,0.08467884393030736,0.5414684173217156,base
